0,1,2,3,4,5,6,7,8,9
TER Colmito Diésel,0.00,0.00,,,,,,,
,,,,,TER Nehuenco 9B GNL,0.00,0.00,,
TER Colmito GNL,0.00,0.00,,,,,,,
,,,,,TER Nehuenco 9B Gas Arg,0.00,0.00,,
TER Colmito Gas Arg,0.00,293.20,,,,,,,
,,,,,TER Nehuenco I Diésel,0.00,0.00,,
TER Combarbala,0.00,0.00,,,,,,,
,,,,,TER Nehuenco I GNL,3839.08,4438.00,15.60 %,
TER Coronel Diésel,0.00,0.00,,,,,,,
,,,,,TER Nehuenco I Gas Arg,2740.92,2358.00,-13.97 %,
TER Coronel GNL,0.00,0.00,,,,,,,
,,,,,TER Nehuenco II Diésel,0.00,0.00,,
TER Coronel Gas Arg,0.00,0.00,,,,,,,
,,,,,TER Nehuenco II GNL,0.00,908.00,,
TER Degañ,20.00,0.00,-100.00 %,,,,,,
,,,,,TER Nehuenco II Gas Arg,7021.23,6833.00,-2.68 %,
TER Degañ 2,19.92,0.00,-100.00 %,,,,,,
,,,,,TER Newen Diésel,0.00,0.00,,
TER Diego de Almagro,0.00,0.00,,,,,,,
,,,,,TER Newen GNL,0.00,0.00,,
TER El Peñón,3.90,0.00,-100.00 %,,,,,,
,,,,,TER Newen Gas Arg,0.00,10.16,,
TER El Salvador,0.00,0.00,,,,,,,
,,,,,TER Newen Otros,0.00,0.00,,
TER Emelda,0.00,0.00,,,,,,,
,,,,,TER Norgener-NTO1,0.00,0.00,,
TER Energía Pacífico,378.00,245.78,-34.98 %,RO,,,,,
,,,,,TER Norgener-NTO2,0.00,0.00,,
TER Escuadrón,26.97,25.44,-5.67 %,,,,,,
,,,,,TER Nueva Aldea,153.00,188.94,23.49 %,
TER Esperanza-DS1,0.00,0.00,,,,,,,
,,,,,TER Nueva Aldea I,0.00,0.00,,
TER Esperanza-DS2,0.00,0.00,,,,,,,
,,,,,TER Nueva Aldea II,0.00,0.00,,
TER Esperanza-TG1,0.00,0.00,,,,,,,
,,,,,TER Nueva Aldea III,0.00,0.00,,
TER Guacolda 1,2235.13,2217.88,-0.77 %,RO,,,,,
,,,,,TER Nueva Renca Diésel,0.00,0.00,,RO
TER Guacolda 2,0.00,0.00,,,,,,,
,,,,,TER Nueva Renca GNL,0.00,0.00,,RO
TER Guacolda 3,2545.23,2629.57,3.31 %,RO,,,,,
,,,,,TER Nueva Renca Gas Arg,7364.99,7605.00,3.26 %,RO
TER Guacolda 4,2454.30,2492.59,1.56 %,RO,,,,,
,,,,,TER Nueva Ventanas,5241.46,4737.00,-9.62 %,RO
TER Guacolda 5,2479.49,2518.56,1.58 %,RO,,,,,
,,,,,TER Olivos,0.00,0.00,,
TER Horcones Diésel,0.00,0.00,,,,,,,
,,,,,TER PAS Mejillones,408.00,501.91,23.02 %,
TER Huasco Diésel,0.00,0.00,,,,,,,
,,,,,TER Pajonales,0.00,0.00,,
TER Huasco IFO,0.00,0.00,,,,,,,
