fecha,usd_clp,cobre_usd,eur_clp,uf_clp,oni_index,usd_clp_change_7d,usd_clp_change_30d,usd_clp_rolling_30d,cobre_change_30d,is_el_nino,is_la_nina,oni_squared
2019-01-01,694.77,2.71,794.75,27565.79,0.89,,,694.77,,1,0,0.7921
2019-01-02,694.77,2.71,794.75,27565.79,0.89,,,694.77,,1,0,0.7921
2019-01-03,697.09,2.7,791.16,27565.79,0.89,,,695.5433333333334,,1,0,0.7921
2019-01-04,697.64,2.64,795.48,27565.79,0.89,,,696.0675,,1,0,0.7921
2019-01-05,694.5666666666666,2.6233333333333335,791.8866666666667,27565.79,0.89,,,695.7673333333333,,1,0,0.7921
2019-01-06,691.4933333333333,2.6066666666666665,788.2933333333334,27565.79,0.89,,,695.055,,1,0,0.7921
2019-01-07,688.42,2.59,784.7,27565.79,0.89,,,694.1071428571429,,1,0,0.7921
2019-01-08,679.69,2.68,779.28,27565.79,0.89,-0.02170502468442781,,692.305,,1,0,0.7921
2019-01-09,680.1,2.68,778.5,27565.79,0.89,-0.02111490133425442,,690.9488888888889,,1,0,0.7921
2019-01-10,678.09,2.67,781.75,27564.9,0.89,-0.027256164914143066,,689.663,,1,0,0.7921
2019-01-11,677.58,2.69,779.72,27564.01,0.89,-0.02875408520153655,,688.5645454545455,,1,0,0.7921
2019-01-12,676.77,2.6866666666666665,778.2233333333334,27563.12,0.89,-0.025622690406488347,,687.5816666666666,,1,0,0.7921
2019-01-13,675.96,2.6833333333333336,776.7266666666667,27562.23,0.89,-0.022463460722687123,,686.6876923076924,,1,0,0.7921
2019-01-14,675.15,2.68,775.23,27561.34,0.89,-0.01927602335783385,,685.8635714285714,,1,0,0.7921
2019-01-15,674.95,2.69,774.65,27560.45,0.89,-0.006973767452809421,,685.1360000000001,,1,0,0.7921
2019-01-16,673.76,2.66,767.38,27559.56,0.8890322580645161,-0.009322158506102074,,684.425,,1,0,0.7903783558792924
2019-01-17,672.73,2.67,767.08,27558.67,0.8880645161290323,-0.007904555442492911,,683.7370588235294,,1,0,0.7886585848074922
2019-01-18,671.37,2.69,764.31,27557.78,0.8870967741935484,-0.009164969450101923,,683.05,,1,0,0.7869406867845994
2019-01-19,670.9466666666667,2.6966666666666668,763.25,27556.89,0.8861290322580645,-0.008604597327501629,,682.4129824561403,,1,0,0.7852246618106139
2019-01-20,670.5233333333333,2.703333333333333,762.1899999999999,27556.01,0.8851612903225806,-0.008042882221827807,,681.8185000000001,,1,0,0.7835105098855358
2019-01-21,670.1,2.71,761.13,27555.12,0.8841935483870967,-0.0074798192994148804,,681.2604761904762,,1,0,0.7817982310093652
2019-01-22,672.42,2.74,764.37,27554.23,0.8832258064516129,-0.0037484258093193334,,680.8586363636364,,1,0,0.7800878251821018
2019-01-23,672.26,2.7,764.02,27553.34,0.8822580645161291,-0.0022263120398955394,,680.4847826086956,,1,0,0.7783792924037463
